scan_id,status,model_name,cwes,total_findings,confirmed_vulns,false_positives,failed,total_cost_usd,duration_s,start_time,end_time
15b3f4e6-6e13-42d4-a8ad-5754b0b310ac,completed,anthropic/claude-3.5-sonnet,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.81816,2026-03-08T17:28:41.509054,2026-03-08T17:28:42.327214
9f899dbc-f5cf-4b57-9543-61d742708f04,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.044801,2026-03-08T17:29:43.897526,2026-03-08T17:29:43.942327
971b8ef7-7561-4559-9466-f0d328d58844,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.046641,2026-03-08T17:30:46.488337,2026-03-08T17:30:46.534978
00457eac-35b4-4e40-a9bd-59f9443694a4,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.228854,2026-03-08T17:37:22.345947,2026-03-08T17:37:22.574801
c3141084-a311-4528-b11b-4e1de5acde56,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.11199,2026-03-08T17:46:11.570432,2026-03-08T17:46:11.682422
c13ddb42-f436-4f23-b9e1-b7cbd5e80015,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.052183,2026-03-08T17:50:25.476116,2026-03-08T17:50:25.528299
eb674a12-86a2-49c9-8947-2026222ff737,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.353646,2026-03-08T17:58:46.139302,2026-03-08T17:58:46.492948
dd786519-bb74-4bef-a914-95816fb4741e,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.047514,2026-03-08T18:01:49.436718,2026-03-08T18:01:49.484232
1fa948b0-4a8f-4c12-99fb-af41b86fca1f,completed,openai/gpt-4o,CWE-89,0,0,0,0,0.0,0.202574,2026-03-08T18:22:32.005050,2026-03-08T18:22:32.207624
455d53b0-efef-4893-9cdc-a0336ad72dee,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.039613,2026-03-08T18:23:49.210465,2026-03-08T18:23:49.250078
e511e3ff-28ec-4bfd-b381-d68755d7f735,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.232201,2026-03-08T19:25:00.379288,2026-03-08T19:25:00.611489
d9d4b6ab-76d6-479d-a105-024bd859ba3e,completed,openai/gpt-4o,"CWE-89,CWE-119,CWE-190,CWE-416",0,0,0,0,0.0,0.04519,2026-03-08T19:28:09.501696,2026-03-08T19:28:09.546886
